handle,problem,rating
huyenphu,Tricky Sum,1
huyenphu,Polyline,1
huyenphu,Watering Flowers,1
huyenphu,Chocolate,1
huyenphu,Elephant,1
huyenphu,New Year Tree,1
huyenphu,Grandfather Dovlet’s calculator,1
huyenphu,Pearls in a Row,1
hlaordsuh,Playlist,1
hlaordsuh,String Transformation 1,1
hlaordsuh,Common Prefixes,1
hlaordsuh,Distinct Digits,1
hlaordsuh,Dubious Cyrpto,1
hlaordsuh,Make It Good,1
hlaordsuh,Dima and Two Sequences,1
hlaordsuh,Qualifying Contest,1
hlaordsuh,Towers,1
hlaordsuh,Queue,1
hlaordsuh,Birthday,1
hlaordsuh,Neighbor Grid,1
hlaordsuh,Sysadmin Bob,1
hlaordsuh,Special Offer! Super Price 999 Bourles!,1
hlaordsuh,Shashlik Cooking,1
hlaordsuh,Robot Breakout,1
hlaordsuh,Anu Has a Function,1
hlaordsuh,The Football Season,1
hlaordsuh,The Number Of Good Substrings,1
hlaordsuh,Creating a Character,1
hlaordsuh,Edgy Trees,1
hlaordsuh,Cover it!,1
hlaordsuh,Shichikuji and Power Grid,1
hlaordsuh,Constanze's Machine,1
hlaordsuh,0-1 MST,1
hlaordsuh,Harmonious Graph,1
hlaordsuh,Secret Passwords,1
hlaordsuh,Cut and Paste,1
hlaordsuh,Distinct Characters Queries,1
hlaordsuh,As Simple as One and Two,1
hlaordsuh,"Happy Birthday, Polycarp!",1
hlaordsuh,Long Beautiful Integer,1
hlaordsuh,Everyone is a Winner!,1
hlaordsuh,PIN Codes,1
hlaordsuh,Minimize The Integer,1
hlaordsuh,Infinite Fence,1
hlaordsuh,Obtain Two Zeroes,1
hlaordsuh,Eugene and an array,1
hlaordsuh,Perfect Keyboard,1
hlaordsuh,Ayoub's function,1
hlaordsuh,Remove Adjacent,1
hlaordsuh,Contest for Robots,1
hlaordsuh,Chips Moving,1
hlaordsuh,Binary String Minimizing,1
hlaordsuh,Infinite Prefixes,1
hlaordsuh,Skyscrapers (hard version),1
hlaordsuh,Skyscrapers (easy version),1
hlaordsuh,Character Swap (Hard Version),1
hlaordsuh,Tile Painting,1
hlaordsuh,Beautiful Regional Contest,1
hlaordsuh,Ehab and Path-etic MEXs,1
hlaordsuh,Pair of Topics,1
hlaordsuh,Good Numbers (hard version),1
hlaordsuh,Count Subrectangles,1
hlaordsuh,Cow and Friend,1
hlaordsuh,Perform the Combo,1
hlaordsuh,Add Odd or Subtract Even,1
hlaordsuh,Air Conditioner,1
hlaordsuh,Motarack's Birthday,1
hlaordsuh,National Project,1
hlaordsuh,Non-zero,1
hlaordsuh,Fight with Monsters,1
hlaordsuh,Yet Another Walking Robot,1
hlaordsuh,Array Sharpening,1
hlaordsuh,MEX maximizing,1
hlaordsuh,Product of Three Numbers,1
hlaordsuh,NEKO's Maze Game,1
hlaordsuh,ConneR and the A.R.C. Markland-N,1
hlaordsuh,Berry Jam,1
hlaordsuh,Deadline,1
hlaordsuh,Email from Polycarp,1
hlaordsuh,Yellow Cards,1
hlaordsuh,Remove One Element,1
hlaordsuh,Modulo Equality,1
hlaordsuh,Azamon Web Services,1
hlaordsuh,Just Eat It!,1
hlaordsuh,New Year and Ascent Sequence,1
hlaordsuh,Candies Division,1
hlaordsuh,Stack of Presents,1
hlaordsuh,K for the Price of One (Easy Version),1
hlaordsuh,Temporarily unavailable,1
hlaordsuh,Three Friends,1
hlaordsuh,Shuffle Hashing,1
hlaordsuh,Blocks,1
hlaordsuh,Shawarma Tent,1
hlaordsuh,Suits,1
hlaordsuh,Diverse Matrix,1
hlaordsuh,Dice Tower,1
hlaordsuh,Suffix Three,1
hlaordsuh,Beautiful String,1
hlaordsuh,Minimize the Permutation,1
hlaordsuh,Payment Without Change,1
hlaordsuh,Restricted RPS,1
hlaordsuh,Rooms and Staircases,1
hlaordsuh,Standard Free2play,1
hlaordsuh,Social Network (hard version),1
hlaordsuh,Kill `Em All,1
hlaordsuh,Filling the Grid,1
hlaordsuh,Increasing Matrix,1
hlaordsuh,White Sheet,1
hlaordsuh,Ania and Minimizing,1
hlaordsuh,Dawid and Bags of Candies,1
hlaordsuh,Greed,1
hlaordsuh,Pride,1
ljuba,Hemose in ICPC ?,1
ljuba,Gamer Hemose,1
ljuba,Permutation Minimization by Deque,1
ljuba,Shifting Sort,1
ljuba,Complicated Computations,1
ljuba,Clear the Multiset,1
ljuba,Xor of 3,1
ljuba,Cleaning,1
ljuba,Make It Increasing,1
ljuba,Rearrange,1
ljuba,Chess Tournament,1
ljuba,Bottom-Tier Reversals,1
ljuba,Deep Down Below,1
ljuba,Charmed by the Game,1
ljuba,Expression Evaluation Error,1
ljuba,Carrying Conundrum,1
ljuba,Yurii Can Do Everything,1
ljuba,Village (Maximum),1
ljuba,Equilibrium,1
ljuba,Mocha and Diana (Hard Version),1
ljuba,Take a Guess,1
ljuba,Another Problem About Dividing Numbers,1
ljuba,Rescue Niwen!,1
ljuba,Rings,1
ljuba,Scenes From a Memory,1
ljuba,Remainder Problem,1
ljuba,Nearest Beautiful Number (hard version),1
ljuba,Nearest Beautiful Number (easy version),1
ljuba,Dislike of Threes,1
ljuba,You,1
ljuba,The Three Little Pigs,1
ljuba,Mocha and Hiking,1
ljuba,Mocha and Red and Blue,1
ljuba,Ezzat and Grid,1
ljuba,Moamen and XOR,1
ljuba,Integers Have Friends,1
ljuba,Two Tables,1
ljuba,Mikasa,1
ljuba,RPD and Rap Sheet (Hard Version),1
ljuba,Array Differentiation,1
ljuba,Running for Gold,1
ljuba,Equidistant Vertices,1
ljuba,Backspace,1
ljuba,Minimax,1
ljuba,Excellent Arrays,1
ljuba,Maximum Cost Deletion,1
ljuba,AquaMoon and Chess,1
ljuba,AquaMoon and Strange Sort,1
ljuba,Sum of Round Numbers,1
ljuba,Array Stabilization (GCD version),1
ljuba,Air Conditioners,1
ljuba,Pair Programming,1
ljuba,Sum of Digits,1
ljuba,Potions (Hard Version),1
ljuba,Potions (Easy Version),1
ljuba,Mean Inequality,1
ljuba,Need for Pink Slips,1
ljuba,RPD and Rap Sheet (Easy Version),1
ljuba,Exciting Bets,1
ljuba,Priority Queue,1
ljuba,Strange Function,1
ljuba,Three Sequences,1
ljuba,Grime Zoo,1
ljuba,Great Graphs,1
ljuba,Pleasant Pairs,1
ljuba,Pretty Permutations,1
ljuba,Figure Fixing,1
ljuba,Present,1
ljuba,Divisor Paths,1
ljuba,Erase and Extend (Hard Version),1
ljuba,PriceFixed,1
ljuba,Lost Tree,1
ljuba,Histogram Ugliness,1
ljuba,Sifid and Strange Subsequences,1
ljuba,Partition Game,1
ljuba,MEX Tree,1
ljuba,Palindrome Game (hard version),1
ljuba,Little Artem,1
ljuba,Palindrome Game (easy version),1
ljuba,Strange Definition,1
ljuba,Nastia and a Beautiful Matrix,1
ljuba,Nastia Plays with a Tree,1
ljuba,Nastia and a Hidden Permutation,1
ljuba,Nastia and Nearly Good Numbers,1
ljuba,Nastia and a Good Array,1
ljuba,Complete the MST,1
ljuba,Cut,1
ljuba,AGAGA XOOORRR,1
ljuba,Almost Sorted,1
ljuba,Cost Equilibrium,1
ljuba,"Multiply by 2, divide by 6",1
ljuba,Add One,1
ljuba,Digits,1
ljuba,3-Coloring,1
ljuba,Computer Game,1
ljuba,Equalize Prices,1
ljuba,Nearest Interesting Number,1
ljuba,DMCA,1
ljuba,Xenolith? Hippodrome?,1
ljuba,Is it rated - 2,1
ljuba,"Mysterious language again, seriously?",1
ljuba,Circus,1
ljuba,Restore Modulo,1
ljuba,Domino on Windowsill,1
ljuba,k-LCM (easy version),1
ljuba,X-OR,1
ljuba,I'm Feeling Lucky!,1
ljuba,Garden of the Sun,1
ljuba,Let's Go Hiking,1
ljuba,Game with modulo,1
ljuba,Grid game,1
ljuba,Going Home,1
ljuba,Painting the Array II,1
ljuba,Yet Another Minimization Problem,1
ljuba,Ciel and Gondolas,1
ljuba,Pairs of Paths,1
ljuba,GCD of an Array,1
ljuba,K-beautiful Strings,1
ljuba,Planet Lapituletti,1
ljuba,Anti-knapsack,1
ljuba,Almost Fault-Tolerant Database,1
ljuba,Nezzar and Binary String,1
ljuba,Pekora and Trampoline,1
ljuba,Minimal Cost,1
ljuba,Genius's Gambit,1
ljuba,News Distribution,1
ljuba,Maximum width,1
ljuba,Find Square,1
ljuba,Escape Through Leaf,1
ljuba,Product Sum,1
ljuba,Guessing the Greatest (hard version),1
ljuba,Guessing the Greatest (easy version),1
ljuba,Shifting Stacks,1
ljuba,Old Floppy Drive ,1
ljuba,Equalize the Array,1
ljuba,Permutation Transformation,1
ljuba,Sum of Cubes,1
ljuba,Pythagorean Triples,1
ljuba,Minimum Ties,1
ljuba,Till I Collapse,1
ljuba,AB Graph,1
ljuba,Fence Painting,1
ljuba,The Great Hero,1
ljuba,Painting the Array I,1
ljuba,Cleaning the Phone,1
ljuba,Array Destruction,1
ljuba,Different Divisors,1
ljuba,Puzzle From the Future,1
ljuba,Tree Requests,1
ljuba,Periodic integer number,1
ljuba,Program,1
ljuba,String LCM,1
ljuba,Xum,1
ljuba,Hills And Valleys,1
ljuba,Wizard of Orz,1
ljuba,New Year's Puzzle,1
ljuba,Four Points,1
ljuba,A Bit Similar,1
ljuba,13th Labour of Heracles,1
ljuba,Last minute enhancements,1
ljuba,Ceil Divisions,1
ljuba,Building a Fence,1
ljuba,Regular Bracket Sequence,1
ljuba,Arrival of the General,1
ljuba,Ciel the Commander,1
ljuba,Toy Blocks,1
ljuba,Long Permutation,1
ljuba,Two Brackets,1
ljuba,Glass Half Spilled,1
ljuba,Move and Turn,1
ljuba,Row GCD,1
ljuba,Red-Blue Shuffle,1
ljuba,Find The Array,1
ljuba,Kuroni and the Score Distribution,1
ljuba,Binary Numbers AND Sum,1
ljuba,Close Tuples (hard version),1
ljuba,Add to Neighbour and Remove,1
ljuba,Unique Number,1
ljuba,Array Partition,1
ljuba,Checkpoints,1
ljuba,Triangles,1
ljuba,Rating Compression,1
ljuba,Errich-Tac-Toe (Easy Version),1
ljuba,Balls of Steel,1
ljuba,Bitwise Queries (Hard Version),1
ljuba,Circle Game,1
ljuba,XOR-gun,1
ljuba,Kamil and Making a Stream,1
ljuba,Bouncing Ball,1
feelsgoodbruh,Cards for Friends,1
feelsgoodbruh,Fair Division,1
Jaydeep9979,Circle Coloring,1
Jaydeep9979,Symmetric Matrix,1
Jaydeep9979,Cubes Sorting,1
Jaydeep9979,Array Cancellation,1
Jaydeep9979,Yet Another Array Restoration,1
Jaydeep9979,Three Pairwise Maximums,1
Jaydeep9979,Element Extermination,1
Jaydeep9979,Neighbor Grid,1
Jaydeep9979,Watermelon,1
Jaydeep9979,Required Remainder,1
Jaydeep9979,"Multiply by 2, divide by 6",1
Jaydeep9979,Payment Without Change,1
Jaydeep9979,Social Distance,1
Jaydeep9979,Even Array,1
Jaydeep9979,Similar Pairs,1
Jaydeep9979,Ternary String,1
Jaydeep9979,Most Unstable Array,1
Nicoshev,Bus of Characters,1
Nicoshev,Dividing the numbers,1
Nicoshev,Proper Nutrition,1
Nicoshev,Remove Extra One,1
Nicoshev,Position in Fraction,1
Nicoshev,Find Extra One,1
Nicoshev,Scarborough Fair,1
Nicoshev,Credit Card,1
Nicoshev,Beautiful Divisors,1
Nicoshev,Chess For Three,1
Nicoshev,Pride,1
Nicoshev,Slava and tanks,1
Nicoshev,Alex and broken contest,1
Nicoshev,Race Against Time,1
Nicoshev,The Eternal Immortality,1
Nicoshev,The Artful Expedient,1
Nicoshev,k-rounding,1
Nicoshev,Odds and Ends,1
Nicoshev,Game of the Rows,1
Nicoshev,Arya and Bran,1
Nicoshev,Flag of Berland,1
Nicoshev,Crossword solving,1
Nicoshev,I'm bored with life,1
Nicoshev,Okabe and Boxes,1
Nicoshev,Mister B and Book Reading,1
Nicoshev,An express train to reveries,1
Nicoshev,An abandoned sentiment from past,1
Nicoshev,Sagheer and Nubian Market,1
Nicoshev,Summer sell-off,1
Nicoshev,Urbanization,1
Nicoshev,Taxes,1
Nicoshev,Tennis Championship,1
Nicoshev,Alyona and copybooks,1
Nicoshev,Buy a Shovel,1
Nicoshev,Coupons and Discounts,1
Nicoshev,Night at the Museum,1
Nicoshev,Food on the Plane,1
Nicoshev,Jumping Ball,1
Nicoshev,Broken Clock,1
Nicoshev,Anatoly and Cockroaches,1
Nicoshev,Pyramid of Glasses,1
Nicoshev,Tree Construction,1
Nicoshev,Different is Good,1
Nicoshev,Summer Camp,1
Nicoshev,Bear and Colors,1
Nicoshev,Problems for Round,1
Nicoshev,Magic Powder - 2,1
Nicoshev,Holidays,1
Nicoshev,Round House,1
Nicoshev,Learning Languages,1
Nicoshev,Bear and Forgotten Tree 3,1
Nicoshev,Bear and Polynomials,1
Nicoshev,Tablecity,1
Nicoshev,Bear and Three Balls,1
Nicoshev,Enduring Exodus,1
Nicoshev,Mischievous Mess Makers,1
Nicoshev,Processing Queries,1
Nicoshev,Parliament of Berland,1
Nicoshev,Print Check,1
Nicoshev,Slime Combining,1
Nicoshev,The Labyrinth,1
Nicoshev,Longest k-Good Segment,1
Nicoshev,Comparing Two Long Integers,1
Nicoshev,Pearls in a Row,1
Nicoshev,Link/Cut Tree,1
Nicoshev,Chocolate,1
Nicoshev,Gena's Code,1
Nicoshev,Longtail Hedgehog,1
Nicoshev,Approximating a Constant Range,1
Nicoshev,Two Bases,1
Nicoshev,Spongebob and Joke,1
Nicoshev,Wilbur and Array,1
Nicoshev,Wilbur and Swimming Pool,1
Nicoshev,Rebranding,1
Nicoshev,Duff and Weight Lifting,1
Nicoshev,Duff in Love,1
Nicoshev,Case of Fake Numbers,1
Nicoshev,Pasha and Tea,1
Nicoshev,Case of the Zeros and Ones,1
Nicoshev,Ilya and Diplomas,1
Nicoshev,A Problem about Polyline,1
Nicoshev,"""Or"" Game",1
Nicoshev,Raising Bacteria,1
Nicoshev,Drazil and Factorial,1
Nicoshev,Drazil and His Happy Friends,1
Nicoshev,Drazil and Date,1
Nicoshev,A and B and Team Training,1
Nicoshev,A and B and Compilation Errors,1
Nicoshev,A and B and Chess,1
Nicoshev,Multiplication Table,1
Nicoshev,Bear and Poker,1
Nicoshev,$n$-Way Tie,1
Nicoshev,Xor Sum,1
Nicoshev,Board with lights and switches,1
Nicoshev,Triangle Formation,1
Nicoshev,LCS Revised,1
Nicoshev,Restore,1
Nicoshev,Candy Boxes,1
Nicoshev,Giga Tower,1
Nicoshev,Bear and Blocks,1
Nicoshev,Yet another A + B,1
Nicoshev,Bear and Three Musketeers,1
Nicoshev,Bear and Elections,1
Nicoshev,Chemistry,1
Nicoshev,Designation in the Mafia,1
Nicoshev,Death Report,1
Nicoshev,Little thief Shi,1
Nicoshev,Shi's throne,1
Nicoshev,Who Is The Winner,1
Nicoshev,Pig and Palindromes,1
Nicoshev,Replacement,1
Nicoshev,Simple Game,1
Nicoshev,Elections,1
Nicoshev,Equivalent Strings,1
Nicoshev,Gerald is into Art,1
Nicoshev,Currency System in Geraldion,1
Nicoshev,Music,1
Nicoshev,Primes or Palindromes?,1
Nicoshev,Inventory,1
Nicoshev,One-Dimensional Battle Ships,1
Nicoshev,Geometric Progression,1
Nicoshev,Lineland Mail,1
Nicoshev,GukiZ and Contest,1
Nicoshev,Handshakes,1
Nicoshev,Polycarpus' Dice,1
Nicoshev,Exam,1
Nicoshev,Sereja and Suffixes,1
Nicoshev,Sereja and Coat Rack,1
vaishu_vaish,Lucky Division,1
vaishu_vaish,Game,1
vaishu_vaish,Two Rival Students,1
vaishu_vaish,Stack of Presents,1
vaishu_vaish,Laptops,1
vaishu_vaish,Books Exchange (easy version),1
vaishu_vaish,String Task,1
vaishu_vaish,Between the Offices,1
vaishu_vaish,Restoring Three Numbers,1
vaishu_vaish,Karen and Coffee,1
vaishu_vaish,New Year and Naming,1
vaishu_vaish,Interesting Subarray,1
vaishu_vaish,Make Product Equal One,1
vaishu_vaish,Book Reading,1
vaishu_vaish,Three Arrays,1
vaishu_vaish,Theatre Square,1
vaishu_vaish,Eating Soup,1
vaishu_vaish,Twins,1
vaishu_vaish,Telephone Number,1
vaishu_vaish,Minimum Binary Number,1
vaishu_vaish,Team,1
vaishu_vaish,Stones on the Table,1
vaishu_vaish,Anton and Danik,1
vaishu_vaish,Way Too Long Words,1
vaishu_vaish,Array Splitting,1
vaishu_vaish,Divide it!,1
Mahsa.Sdt,Just Eat It!,1
Mahsa.Sdt,Fadi and LCM,1
Mahsa.Sdt,Alex and broken contest,1
Mahsa.Sdt,Rewards,1
Mahsa.Sdt,Brain's Photos,1
Mahsa.Sdt,I Wanna Be the Guy,1
Mahsa.Sdt,Before an Exam,1
Mahsa.Sdt,Complete the Word,1
Mahsa.Sdt,Given Length and Sum of Digits...,1
Mahsa.Sdt,Anastasia and pebbles,1
Mahsa.Sdt,Xenia and Ringroad,1
Mahsa.Sdt,Arrival of the General,1
Mahsa.Sdt,Twins,1
Mahsa.Sdt,Dragons,1
Mahsa.Sdt,Timofey and cubes,1
Mahsa.Sdt,Initial Bet,1
Mahsa.Sdt,Dasha and friends,1
Mahsa.Sdt,Dasha and Stairs,1
Mahsa.Sdt,Elections,1
Mahsa.Sdt,Next Test,1
Mahsa.Sdt,Cut Ribbon,1
Mahsa.Sdt,Buttons,1
Mahsa.Sdt,Hulk,1
Mahsa.Sdt,Fancy Fence,1
Mahsa.Sdt,New Year and North Pole,1
Mahsa.Sdt,Anatoly and Cockroaches,1
Mahsa.Sdt,Vitya in the Countryside,1
Mahsa.Sdt,Crazy Computer,1
Mahsa.Sdt,Chat room,1
Mahsa.Sdt,Free Cash,1
Mahsa.Sdt,Coupons and Discounts,1
Mahsa.Sdt,Cheap Travel,1
Mahsa.Sdt,Vanya and Food Processor,1
Mahsa.Sdt,Hongcow Learns the Cyclic Shift,1
Mahsa.Sdt,Grasshopper And the String,1
Mahsa.Sdt,Parade,1
Mahsa.Sdt,Chloe and the sequence ,1
Mahsa.Sdt,Food on the Plane,1
Mahsa.Sdt,Pashmak and Garden,1
Mahsa.Sdt,Even Odds,1
Mahsa.Sdt,Nearly Lucky Number,1
Mahsa.Sdt,Jumping Ball,1
Mahsa.Sdt,Cinema Line,1
Mahsa.Sdt,Vanya and Books,1
Mahsa.Sdt,cAPS lOCK,1
Mahsa.Sdt,Beautiful Year,1
Mahsa.Sdt,Vanya and Cards,1
Mahsa.Sdt,HQ9+,1
Mahsa.Sdt,Petya and Strings,1
Mahsa.Sdt,Kefa and First Steps,1
Mahsa.Sdt,Expression,1
Mahsa.Sdt,Vasya and Socks,1
Mahsa.Sdt,Pangram,1
Mahsa.Sdt,Vanya and Cubes,1
Mahsa.Sdt,George and Accommodation,1
Mahsa.Sdt,Flag,1
Mahsa.Sdt,Lucky Division,1
Mahsa.Sdt,Dreamoon and Stairs,1
Mahsa.Sdt,Boy or Girl,1
Mahsa.Sdt,Dubstep,1
Mahsa.Sdt,New Year Candles,1
Mahsa.Sdt,Флеш-карты,1
Mahsa.Sdt,Soldier and Bananas,1
Mahsa.Sdt,Word Capitalization,1
Mahsa.Sdt,Helpful Maths,1
Mahsa.Sdt,Stones on the Table,1
Mahsa.Sdt,Tram,1
Mahsa.Sdt,Football,1
Mahsa.Sdt,Next Round,1
Mahsa.Sdt,Noldbach problem,1
Mahsa.Sdt,Way Too Long Words,1
Mahsa.Sdt,Team,1
Mahsa.Sdt,Taxi,1
Mahsa.Sdt,Calculating Function,1
Mahsa.Sdt,Divisibility,1
Mahsa.Sdt,Watermelon,1
Mahsa.Sdt,Translation,1
Mahsa.Sdt,Theatre Square,1
LiuJW,Equilibrium,1
LiuJW,Integers Have Friends,1
LiuJW,Mikasa,1
LiuJW,Cobb,1
LiuJW,Array Differentiation,1
LiuJW,Phoenix and Towers,1
LiuJW,Phoenix and Puzzle,1
LiuJW,Manhattan Subarrays,1
LiuJW,Maximum Cost Deletion,1
LiuJW,Find The Array,1
LiuJW,Playoff Tournament,1
LiuJW,Bad Boy,1
LiuJW,Prefix Enlightenment,1
LiuJW,k-Tree,1
LiuJW,Vacations,1
LiuJW,Boredom,1
LiuJW,Armchairs,1
LiuJW,Permutation Sort,1
LiuJW,Three States,1
LiuJW,Berland Regional,1
LiuJW,Red and Blue Beans,1
LiuJW,Balance the Bits,1
LiuJW,Flip the Bits,1
LiuJW, Déjà Vu,1
LiuJW,Baby Ehab Partitions Again,1
LiuJW,Cut and Stick,1
LiuJW,The Sports Festival,1
LiuJW,TMT Document,1
LiuJW,Add One,1
LiuJW,AND Sequences,1
LiuJW,Min Cost String,1
LiuJW,Yet Another Card Deck,1
LiuJW,GCD Length,1
LiuJW,Planar Reflections,1
LiuJW,Box Fitting,1
LiuJW,Maximize the Remaining String,1
LiuJW,Restoring the Permutation,1
LiuJW,Epic Transformation,1
LiuJW,Basic Diplomacy,1
LiuJW,Restore Modulo,1
LiuJW,The Number of Pairs,1
LiuJW,Binary Removals,1
LiuJW,Square-free division (easy version),1
LiuJW,M-arrays,1
LiuJW,k-LCM (hard version),1
LiuJW,Going Home,1
LiuJW,Garden of the Sun,1
LiuJW,Max and Mex,1
LiuJW,Diamond Miner,1
LiuJW,Split it!,1
LiuJW,GCD of an Array,1
LiuJW,Anti-knapsack,1
LiuJW,XOR and Favorite Number,1
LiuJW,Dogeforces,1
LiuJW,Berland Crossword,1
LiuJW,Fib-tree,1
LiuJW,Zookeeper and The Infinite Zoo,1
LiuJW,Minimal Cost,1
LiuJW,Maximum width,1
LiuJW,Three swimmers,1
LiuJW,Guessing the Greatest (hard version),1
LiuJW,Guessing the Greatest (easy version),1
LiuJW,Eastern Exhibition,1
LiuJW,Shifting Stacks,1
LiuJW,Accidental Victory,1
LiuJW,Permutation Transformation,1
LiuJW,Cheap Dinner,1
LiuJW,Pythagorean Triples,1
LiuJW,Minimum Ties,1
LiuJW,Cat Cycle,1
LiuJW,Painting the Array II,1
LiuJW,Painting the Array I,1
LiuJW,Searching Local Minimum,1
LiuJW,The Great Hero,1
LiuJW,Longest Simple Cycle,1
LiuJW,Inflation,1
LiuJW,K-divisible Sum,1
LiuJW,Nezzar and Symmetric Array,1
LiuJW,Nezzar and Lucky Number,1
LiuJW,Cleaning the Phone,1
LiuJW,Ball in Berland,1
LiuJW,Odd Divisor,1
LiuJW,Different Divisors,1
LiuJW,String LCM,1
LiuJW,Replacing Elements,1
LiuJW,Hills And Valleys,1
LiuJW,Wizard of Orz,1
LiuJW,Strange Definition,1
LiuJW,Even-Odd Game,1
LiuJW,Long Jumps,1
LiuJW,13th Labour of Heracles,1
LiuJW,Canine poetry,1
LiuJW,Dungeon,1
LiuJW,Errich-Tac-Toe (Easy Version),1
LiuJW,Sequence and Swaps,1
LiuJW,Bouncing Ball,1
LiuJW,Repainting Street,1
LiuJW,Number into Sequence,1
LiuJW,Circle Game,1
LiuJW,String Equality,1
LiuJW,Non-Substring Subsequence,1
LiuJW,Toy Blocks,1
LiuJW,Two Brackets,1
LiuJW,Binary Table (Easy Version),1
LiuJW,Sum of Medians,1
LiuJW,Buy the String,1
LiuJW,Catching Cheaters,1
LiuJW,Knapsack,1
LiuJW,Numbers Box,1
LiuJW,Saving the City,1
LiuJW,Division,1
LiuJW,Elimination,1
LiuJW,Reverse Binary Strings,1
LiuJW,Perform Easily,1
LiuJW,A New Technique,1
LiuJW,Prime Square,1
LiuJW,Putting Bricks in the Wall,1
LiuJW,XORwice,1
LiuJW,ABBB,1
LiuJW,Belted Rooms,1
LiuJW,Barrels,1
LiuJW,Increase and Copy,1
LiuJW,Symmetric Matrix,1
LiuJW,Sage's Birthday (hard version),1
LiuJW,Ternary Sequence,1
LiuJW,Cyclic Permutations ,1
LiuJW,Suborrays,1
LiuJW,"Rainbow Dash, Fluttershy and Chess Coloring",1
LiuJW,Boats Competition,1
LiuJW,Captain Flint and a Long Voyage,1
LiuJW,Zero Remainder Array,1
LiuJW,"Multiply by 2, divide by 6",1
avsOdis,Vanya and Fence,1
avsOdis,Required Remainder,1
avsOdis,Most Unstable Array,1
avsOdis,Two Arrays And Swaps,1
Risvy,Increase and Copy,1
Risvy,Array Cancellation,1
Risvy,Single Push,1
Risvy,Power Sequence,1
Risvy,Juggling Letters,1
Risvy,Binary String Reconstruction,1
Risvy,Omkar and Infinity Clock,1
Risvy,Omkar and Password,1
Risvy,Boboniu and Bit Operations,1
Risvy,Boats Competition,1
Risvy,Captain Flint and a Long Voyage,1
Risvy,Captain Flint and Crew Recruitment,1
Risvy,Good String,1
Risvy,Team,1
Risvy,Common Prefixes,1
Risvy,Acacius and String,1
Risvy,Make It Good,1
Risvy,Restore the Permutation by Merger,1
Risvy,Omkar and Last Class of Math,1
Risvy,Element Extermination,1
Risvy,Little Girl and Maximum Sum,1
Risvy,Orac and Factors,1
Risvy,Pluses and Minuses,1
Risvy,"Multiply by 2, divide by 6",1
Risvy,Required Remainder,1
Risvy,AccurateLee,1
Risvy,Number Game,1
Risvy,GCD Compression,1
Risvy,Codeforces Subsequences,1
Risvy,C+=,1
Risvy,Social Distance,1
Risvy,Even Array,1
Risvy,Most socially-distanced subsequence,1
Risvy,Shuffle,1
Risvy,Shovels and Swords,1
Risvy,Rotation Matching,1
Risvy,Berland Poker,1
Risvy,New Theatre Square,1
Risvy,Buying Shovels,1
Risvy,Ternary String,1
Risvy,Young Explorers,1
Risvy,Most Unstable Array,1
Risvy,Same Parity Summands,1
Risvy,Card Constructions,1
Risvy,Road To Zero,1
Risvy,Nastya and Door,1
Risvy,Fox And Snake,1
Risvy,Little Elephant and Magic Square,1
Risvy,Little Pony and Sort by Shift,1
Risvy,Exercising Walk,1
Risvy,Hexadecimal's theorem,1
Risvy,Heist,1
Risvy,Powers Of Two,1
Risvy,Long Number,1
Risvy,Odd Sum Segments,1
Risvy,Common Divisors,1
Risvy,Boys and Girls,1
Risvy,Ternary XOR,1
Risvy,Yet Another Palindrome Problem,1
Risvy,Powered Addition,1
Risvy,Sail,1
Risvy,Airport,1
Risvy,Effective Approach,1
Risvy,Make Them Equal,1
Risvy,Little Girl and Game,1
Risvy,Queries about less or equal elements,1
Risvy,Dreamoon Likes Permutations,1
Risvy,Dreamoon and Ranking Collection,1
Risvy,Petr and a Combination Lock,1
Risvy,A + B Strikes Back,1
Risvy,Twisted Circuit,1
Risvy,Ace It!,1
Risvy,Limericks,1
Risvy,Pasha and String,1
Risvy,Bad Days,1
Risvy,"Inna, Dima and Song",1
Risvy,Kanban Numbers,1
Risvy,Kuriyama Mirai's Stones,1
Risvy,Hamming Distance Sum,1
Risvy,K-th Beautiful String,1
Risvy,Divisibility Problem,1
Risvy,Kefa and Company,1
Risvy,Bogosort,1
Risvy,Relatively Prime Pairs,1
Risvy,Woodcutters,1
Risvy,Jzzhu and Sequences,1
Risvy,Product of Three Numbers,1
Risvy,Ehab Is an Odd Person,1
Risvy,National Project,1
Risvy,Three Integers Again,1
Risvy,Array Sharpening,1
Risvy,Array with Odd Sum,1
Risvy,Timofey and cubes,1
Risvy,Collecting Coins,1
Risvy,Telephone Number,1
Risvy,Pens and Pencils,1
Risvy,I Wanna Be the Guy,1
Risvy,Bear and Finding Criminals,1
Risvy,Angry Students,1
Risvy,Pages,1
Risvy,Broken Keyboard,1
Risvy,Prime Matrix,1
Risvy,Three Friends,1
Risvy,Sweet Problem,1
Risvy,Magic Stick,1
Risvy,Two Rival Students,1
Risvy,Maximum Sum of Digits,1
Risvy,Reach Median,1
Risvy,TV Subscriptions (Easy Version),1
Risvy,Social Network (hard version),1
Risvy,Soldier and Badges,1
Risvy,Caisa and Pylons,1
Risvy,Boxers,1
Risvy,Equalize Prices,1
Risvy,Amr and Pins,1
Risvy,Maximal Continuous Rest,1
Risvy,Mahmoud and a Triangle,1
Risvy,Letters Rearranging,1
Risvy,Make Product Equal One,1
Risvy,Present from Lena,1
